letter message way child fire ready conscience sign memory mouth catch fly person price everything value nothing day firm decision diversity friend credit nature start time money egg opportunity fall lap month half truth lie man love world search return home chopstick hungry meal wine sunshine neat desk drawer perspective year project conversation pleasant surprise store stable house depend foundation sure cure seasickness tree woman mind mean boss duty act hast repent leisure socrate therefore stage work hope dream fear beginning future other romance appearance empty stomach advisor investment community will avert misunderstanding calm balance be stingy anger thought word moment trick today beauty form appeal light switch skin bone number suck believe bend willow better poor fool boomerang wisdom come cast dirt well celebrate identity resisting categorization change life flow reason never custard competence your confident congratulation dedicate task hand determination do eloquence ambition success something prosperity door recklessness confidence meaner useless detail choke existence limitation talent color rainbow pot gold eighty emulate parent voice idea cry help everyone minute expect prepare capitalize experience stream find job follow river sea enemy head fortune favor brave kindness get set yourself permission go rest goal action good news mail thing story grant patience great heart gun bullet doctor bottom class happiness path destination luck happy front hard laziness have perceptiveness conduct affair advice cheap knucklehead dy toy laugh joke reality car tonight ink nose everybody sense service redefine force anyway study youth age voting animal meat glass direction care customer employee someone right offering anything nobody couple mortgage payment desire wife want ignorance excuse imagination knowledge insanity kid insecurity biggest hurdle ill cook finger event reviewing lesson sole purpose warning push grand grander bad spirit keep feet ground humor problem face laughter distance language difficult conclusion let tranquility goodwill listen ideas commitment excellence marriage invention bicycle repair kit mediation meditation eye ears misery poverty stuff necessity bargain idiot level circumstance fact mad stay fight dog lamp post winter wind trouser depth water foot new realization issue worse knowing one mistake yesterday present wonder stock interest turn duvet learn aspiration grasp plus side death assistance penny doorstep manner claim room mosquito activity outlook place emphasis friendship measure disaster look real extent relief remember promise matter million move say share shoot moon star silence onset bug windshield seek reconciliation sorrow worry stand stop searching strange psychic name teacher smart take view stain ceiling sensitivity toward luxury road glance fancy austerity richness veil difference genius stupidity limit bird worm mouse harder luckier wiser intellect nicer night evil territory vacuum cleaner secret creativity source seed trusting intuition supreme conviction anyone url greatest feat type madman geniuse earth think wait conserve tomorrow passion treat relative use complaining doubt select classic seat personality damn manage bee honey mourn willingness strength sunlight soul fault wow bet changing culture storyteller ability gathering extreme clothe evening line promotion lifetime master situation belief clipboard recognition deep shrewd knack spotting insincerity perfection keen panache power pure food exist weakness game goodness role provider solitude charm business society longevity trouble philanthropist health contentment done fine capacity enjoyment piece bushel overcome hardship sum chance near pleasure whatever defense strategy posture virtue modesty character difficulty effort impact energy tendency admiration center ideal reach infinite sooner vodka leadership quality part loyalty stubbornness asset meeting quick wit status prestige loser chase passage dupe cleverness whilst quarrel verdict opinion swallow build nest bamboo screen cottage roadside
you it he she us yourself them they themselves me i we himself itself him
0.48665231297415495 0.48747054708628257 0.0016581002392001792 0.0011870576939042997 0.0013589870911679305 0.002494852474147056 0.002724790288144074 0.005197876371005819 0.0010386228731415052 0.0029524978179544317 0.0011306031815527028 0.0011184274569500184 0.0019316849476191786 0.0015510000930425698 0.0015326394117325848
0.488504738408094 0.48729108789295184 0.0013919651009988187 0.0017542626006622146 0.003276096427783552 0.0016006622694915464 0.0014301461513807926 0.0017092221511275153 0.001342320690036423 0.0017742028412277263 0.00230231571378604 0.0022551279271841324 0.0017661068668448914 5.62705656306019E-4 0.00303903930212444
0.7039647628822954 0.0910678030378444 0.002632110161507637 0.08866565748822197 0.003212232975375489 0.0010452836017257158 0.0036418100150789417 0.09036467764491436 0.0028865249683835315 0.0022080258444636103 0.0019413977319721486 0.0022986327718870756 0.0016569250254185386 0.0023026294380697173 0.0021115264128415707
0.13929321003733947 0.08622696222784434 0.013258076676474332 0.03555270934512657 0.01013310671847243 0.07270731650927426 0.028577350793098116 0.07800075334436715 0.0461725729133852 0.029647967333074284 0.037933692537968626 0.025717026396013577 0.05317939635936004 0.12849404121387994 0.2151058175943218
0.06226086469331431 0.11731388762199052 0.03494564125623656 0.0472020416156358 0.058774643108436976 0.136225135685916 0.049834021945010465 0.18412837302330878 0.02146223587374185 0.007856038429678422 0.00672487803263501 0.0760937131245544 0.10121034967096815 0.01748931485262082 0.07847886106595209
0.12944041156866173 0.01703928851545458 0.12069602591025558 0.11003042409323646 0.07993763578600668 0.04829964816576078 0.0051863518096284976 0.1577554178771138 0.011361022168658518 0.1186363257356696 0.0029675116364492513 0.044982808257071724 0.08357665653318937 0.05176827621820368 0.018322195724639955
0.9737491550244568 0.0015104501223623483 0.0012695290936324364 0.001672275784352928 0.001027771536046018 9.028912886421287E-4 0.002595300147506502 0.0027151789060506095 0.001716612457199996 0.0013253288333020328 0.0020001919425477613 0.004379678682924107 0.001950648903012638 0.001370733348871938 0.0018142539290918612
0.162638258949839 0.14608786001226148 0.07237042541701855 0.009114629473167376 0.10799599680622043 0.04536702202504692 0.019396188545430303 0.02612772992992671 0.02584124113291628 0.011288231228993457 0.01779355668814446 0.011856426951064274 0.07994719718467594 0.15442398766278886 0.10975124799250596
0.1558718207120132 0.023960391440933468 0.08772460949571434 0.01368577267318043 0.07972488736767228 0.05429989435669891 0.0924721437271944 0.014003014710996823 0.05333875188221117 0.042508007301140883 0.07547620135639391 0.0410894866085438 0.07634744044493483 0.03516474402953501 0.15433283389283667
0.9709979586181574 0.003106918811742063 0.002274039292684356 0.0030967437138843383 0.0016816697189852383 0.0011948460621578033 0.0036485961284751928 9.698724184733153E-4 0.0020152266744332516 0.002075369829821524 0.001206753641337206 0.001485278090015895 0.0019152484374842982 0.0014470905703306825 0.0028843879920171446
0.6447168874229593 0.32449446940396104 0.0024888664107291106 0.0016706166745228859 0.002489866868307006 0.0017811018824124452 0.0026783503102863543 0.003613022770381368 0.0024268409577440286 0.0017664203332648206 0.0029185762528387512 0.0011167712888231168 0.002551643812567843 0.0031006015180121255 0.0021859640931900714
0.06429251642902485 0.03222829007657503 8.940421151393258E-4 0.057835457333026766 0.0869539222812803 0.10522134491232008 0.020345474361997205 0.06776846836743775 0.13923696238906622 0.12665911455748055 0.019224788957717745 0.06723372535990729 0.01131099244680636 0.15739621919863903 0.04339868121358144
0.5899089672360516 0.1044299296202429 0.0021386690091303455 6.43186910075479E-4 0.0016723506131808127 0.001352292449994562 0.054329251677594524 0.18102209144683382 0.05307773549565867 0.0014887367532963143 0.0012189136833607255 0.002287224151780616 0.0021770126531681236 0.002050123615581863 0.002203514684049716
0.050491835103976174 0.0629515813769966 0.056097068690837255 0.08166081317275224 0.08036489805838119 0.004491225307844736 0.11615825990421304 0.050215487533563155 0.09099210379240874 0.013870851107500725 0.13693562895958603 0.027372647725207956 0.20843471292350277 0.01095026797264261 0.00901261837058703
0.647883777911904 0.002533339079581446 0.0030806833390065328 0.0015365829780997252 0.0012825296362498754 0.0023222289004019544 0.002050283106341778 0.3256852541636072 0.002168235032544519 0.0013124540249387809 0.0010742412332268322 0.001400697196944242 0.0023423546218446917 0.0026858993050382246 0.0026414394702705484
9.141148797864353E-4 0.9702731966828316 0.0016860961423514394 0.0011867529695620016 0.0012078307839489609 0.0020582633881975594 0.001686544234363094 0.004062052468311785 0.001953849752444873 0.0026657548554214383 0.0018057327667716737 0.0022434524928342456 0.001766166802073948 0.004489628728678911 0.0020005630524218367
0.013634331383695379 0.12109419412453921 0.09798982628130509 0.010132308353427637 0.07986000225773102 0.008948852861339047 0.08262453426986088 0.029701134257615395 0.09905933086577634 0.037393648013485804 0.0798074690471875 0.0023457789118707458 0.1353520474929915 0.12634951503455152 0.07570702684462305
0.8513783940046432 0.12402305841044367 0.0025633572196991443 0.0012140575185060215 0.004095371556460205 0.0015602128946220688 6.655078162856752E-4 0.0019848555065252603 0.0015676207157628626 0.0031889527074703944 0.0022654059856412534 0.0017103836922669926 0.0013895866053789164 0.0011686902832489657 0.0012245450830451541
0.6503037861752068 0.3260452609072977 9.758270983785654E-4 0.0010464442968027724 0.002385436280526608 0.0029059267310468403 0.001053088316319349 0.001103348251139805 0.00223754771641503 0.0021870214157216072 0.0018572103487632646 0.0022013322908707635 0.0021250669489064986 0.0020555984324077507 0.0015171047901965961
0.0027231378759101435 0.9692682022770728 0.0020405422685470715 0.002588662477156825 0.002119139086780058 0.003484787964404799 0.0023530082500120937 0.0011387069809416248 0.001728835972513763 0.0010956457146310973 0.0015556578134217319 0.0012346508653503668 0.002157167747660753 0.003260445220230548 0.003251409485366371
0.9720275144559025 0.001389253744846664 0.003655766224509572 0.0027939832245174132 0.0012509196059866698 0.0012033505026316682 0.0020096181686695054 0.0018376448207703781 0.0010999622380735434 0.0013811749869781877 0.0026770975191811597 0.0014391837554695067 0.0023301720233693214 0.00310233835004924 0.0018020203790448089
0.9771259688543525 0.0010857456529039112 0.0010143987779158297 0.0017364718985153431 0.0016028758728841282 0.0025980468730060686 6.754017834344336E-4 0.0012805970267758726 0.0011811496027198626 0.002423775783834553 0.0023020137973077965 0.001059245632746782 0.0010026427370704095 0.0010727564748570291 0.0038389092316753566
0.9720663119069993 0.002456527237105358 0.003101919620546555 0.0016136517829143176 0.0021861918827024746 0.001502122268213218 0.0024266933331224673 0.001404829891098526 6.206498155025472E-4 0.002216418642477364 0.0012494298454142803 0.0030723465001420195 0.0020459749526474634 0.0018738016139915282 0.0021631307071225563
0.648858049297635 0.0019166936848563111 7.498466233802487E-4 7.438778620349813E-4 0.0017546901708981775 0.32526034295175166 0.003118681793987722 0.0025132322914410057 0.0019217369172174269 0.001290386381721382 0.002889686679559867 0.0025674471702087772 0.0031045799999170703 0.0019168686316693244 0.001393879543720932
0.9722989578103108 0.001772553016951646 0.0023007711829274077 0.0021424993183946613 0.0011316330955389233 0.0024058419529265082 0.001753726032300994 7.468479692320079E-4 0.0035420527428586543 0.0018209713251398174 0.002563810209660379 7.869110946426151E-4 0.0020876044981617595 0.003675726189087524 9.700935618661628E-4
0.4879674916663052 0.10011381649790156 0.00173698616392374 0.0025082779151174425 0.0011730299491327758 0.19639795504700175 0.0992112858652882 0.0988556506058454 0.0014942922466783606 0.0011755820586228202 0.002046829169345648 0.0013273666263543338 0.0038100621937395196 0.0016956291118700568 4.8574488287341807E-4
